names,SMILES,m,sigma,epsilon_k,mu,kappa_ab,epsilon_k_ab
"1-chloro-2,3-dimethoxypropane",COCC(CCl)OC,3.682623863,3.667393923,276.4329529,1.345888138,0,0
5-acetylthiophene-2-carboxylic acid,CC(=O)c1ccc(C(=O)O)s1,5.285187244,2.964153767,350.9602661,0,0.00427129,3238.643799
(4-methylphenyl) octanoate,CCCCCCCC(=O)Oc1ccc(C)cc1,5.450550079,3.951210499,297.5615234,3.548385859,0,24.91871834
"2-phenylmethoxypropane-1,3-diol",OCC(CO)OCc1ccccc1,4.550991535,3.733632326,328.7186279,0,0.003958882,2687.432373
"(2-phenyl-1,3-dioxolan-4-yl)methanol",OCC1COC(c2ccccc2)O1,4.414667606,3.752260447,332.4458923,0,0.004119968,2691.988525
2-[(4-tert-butylphenoxy)methyl]oxirane,CC(C)(C)c1ccc(OCC2CO2)cc1,4.97520256,3.868999958,293.1524353,3.350491762,0,0
2-(methoxymethyl)oxirane,COCC1CO1,3.197877884,3.366346359,271.3015137,1.72562623,0,0
2-(hexoxymethyl)oxirane,CCCCCCOCC1CO1,4.287157536,3.910835981,276.3926392,3.144445896,0,0
2-(octoxymethyl)oxirane,CCCCCCCCOCC1CO1,4.596772194,4.03639555,283.7289734,3.325578213,0,0
2-(nonoxymethyl)oxirane,CCCCCCCCCOCC1CO1,4.796796322,4.070108891,286.8928833,3.399901152,0,11.22682762
2-[(4-methylphenoxy)methyl]oxirane,Cc1ccc(OCC2CO2)cc1,4.531036854,3.64384532,297.4785461,3.205822468,0,10.82788849
"3-cyclohexyloxypropane-1,2-diol",OCC(O)COC1CCCCC1,4.466080666,3.943598747,322.9117432,0,0.004152538,2675.002197
,CN(C)S(=O)(F)(F)F,3.784777164,3.321415186,244.6928558,2.541158438,0,0
"1,2,10,11-tetrachloroundecane",ClCC(Cl)CCCCCCCC(Cl)CCl,5.755535126,3.9500494,311.2105713,1.088478565,0,10.22169304
"1,12-dichlorododecane",ClCCCCCCCCCCCCCl,5.485003471,3.931680679,300.7459412,2.816971064,0,0
"undeca-1,10-diene",C=CCCCCCCCC=C,4.427391529,3.865932465,258.4807434,0,0,0
"2,2-dibromoacetaldehyde",O=CC(Br)Br,3.438964367,3.208893538,275.1794128,2.546985388,0,0
"1,1,2,2,3,3,4,4-octafluoro-1,4-bis(fluorosulfonyloxy)butane",O=S(=O)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OS(=O)(=O)F,4.705773354,4.132430077,213.9788055,0,0,0
"1,3-dichloro-2-methylprop-1-ene",CC(=CCl)CCl,3.556666374,3.454108477,271.0428467,0,0,0
3-methylbut-3-en-2-ol,C=C(C)C(C)O,3.048049927,3.713168621,265.461792,0,0.003772038,2106.207275
"5-chloro-2-benzofuran-1,3-dione",O=C1OC(=O)c2cc(Cl)ccc21,5.114711285,3.091178417,310.6217957,2.682343006,0,49.19126511
"1,2,3,3,4,4-hexafluorocyclobutene",FC1=C(F)C(F)(F)C1(F)F,2.97996664,3.506686211,190.2591705,1.485505342,0,0
cyclobutylmethanol,OCC1CCC1,3.318437338,3.477309942,268.8089294,0,0.004257075,2508.12793
"1-(4-chlorophenoxy)-1-imidazol-1-yl-3,3-dimethylbutan-2-one",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,6.132740498,3.585882187,336.5816956,0,0,21.95119858
2-methylbenzamide,Cc1ccccc1C(=N)O,4.934416294,3.118901253,328.0808411,0,0.003522936,2904.509766
4-methylbenzamide,Cc1ccc(C(N)=O)cc1,4.955842495,3.36599803,339.1097412,0,0.003969877,2875.499756
bis(trifluoromethylsulfonyl)azanide;1-dodecyl-3-methylimidazol-3-ium,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7.073637962,4.680266857,424.9549255,0,0,10.51154518
diethyl 2-methyl-2-propylpropanedioate,CCCC(C)(C(=O)OCC)C(=O)OCC,5.121891975,3.899217129,266.5852966,1.157834291,0,0
1-chloro-3-methoxypropan-2-ol,COCC(O)CCl,3.290552616,3.749239445,300.4526367,0,0.003854139,1880.430786
2-(benzylamino)ethanol,OCCNCc1ccccc1,3.85658288,3.989408493,312.210968,0,0.003852632,2444.333984
"2-(prop-2-enoxymethyl)-1,4,7,10,13-pentaoxacyclopentadecane",C=CCOCC1COCCOCCOCCOCCO1,5.718893051,4.151925087,330.4876404,3.62484169,0,25.34614944
"N-[(2-methyl-1,4,7,10,13-pentaoxacyclopentadec-2-yl)methyl]hexan-1-amine",CCCCCCNCC1(C)COCCOCCOCCOCCO1,6.008000374,4.375163555,342.9090881,2.279142618,0.001518552,1158.859375
"3-(2-methoxyethoxy)propane-1,2-diol",COCCOCC(O)CO,4.176685333,3.706663132,330.5899048,0,0.004468804,2349.673096
"2-(2-methoxyethoxymethyl)-1,4,7,10,13-pentaoxacyclopentadecane",COCCOCC1COCCOCCOCCOCCO1,5.428518295,4.04936552,344.0822144,3.537117004,0,22.01238632
chlorosulfonyloxyethane,CCOS(=O)(=O)Cl,3.867739201,3.41089344,263.6914368,2.970272541,0,18.22937393
"1,3,2-dioxathiane 2-oxide",O=S1OCCCO1,3.940599442,3.126479387,290.9544373,2.829668045,0,0
"1,3,2-dioxathiepane 2-oxide",O=S1OCCCCO1,4.135102272,3.254980803,289.683197,2.990619898,0,0
"1,4-dichloro-2-ethylbenzene",CCc1cc(Cl)ccc1Cl,4.265125751,3.692149162,283.7630615,3.094276667,0,0
"1,2,3,4,5,6-hexachlorocyclohexane",ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.948132992,3.67305398,305.7064209,3.179877281,0,0
dimethyl hydrogen phosphite,COP(O)OC,3.454428673,3.111028194,288.2979431,0,0.003959664,1795.87854
"1,3,5-trichloro-2-nitrobenzene",O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,4.960220337,3.513986588,299.5475769,3.385259867,0,11.70515442
4-acetyloxybenzoic acid,CC(=O)Oc1ccc(C(=O)O)cc1,5.211015701,2.839622498,340.8392639,0,0.004488507,3220.126709
"4-chloro-1,3-dioxolan-2-one",O=C1OCC(Cl)O1,4.155849457,3.070914745,293.2623291,3.029851913,0,0
"2,3-dimethylhexan-3-ol",CCCC(C)(O)C(C)C,3.308489323,4.140899181,270.5331116,0,0.003541653,2337.041016
N-cyclohexylaniline,c1ccc(NC2CCCCC2)cc1,4.464883804,3.979147911,310.334137,0,0.003031556,2323.233398
nitrous acid;N-propan-2-ylpropan-2-amine,CC(C)NC(C)C.O=NO,4.219223976,3.477601528,295.9249268,0,0.003847962,2675.919434
1-bromo-4-phenoxybenzene,Brc1ccc(Oc2ccccc2)cc1,5.061457634,3.696873665,308.76297,3.313416004,0,57.49492264
1-nitro-4-(4-nitrophenoxy)benzene,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,6.204181194,3.123897076,364.8905334,2.509227276,0.000776404,599.1791992
10-ethoxy-10-oxodecanoic acid,CCOC(=O)CCCCCCCCC(=O)O,5.40853405,3.893376827,310.5012512,0,0.003799516,3213.28418
diethyl octadecanedioate,CCOC(=O)CCCCCCCCCCCCCCCCC(=O)OCC,6.3840909,4.55427742,322.9522095,3.149332285,0,0
2-prop-2-enoxyethanol,C=CCOCCO,3.224297762,3.766397238,295.9734497,0,0.003788958,1812.351807
1-methylbenzimidazole,Cn1cnc2ccccc21,5.015758514,3.32088232,311.3104553,0.629491091,0,13.08162022
"[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] acetate",CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,4.729688644,3.963496208,273.6289063,3.31348896,0,0
"(1S,5S)-4,6,6-trimethylbicyclo[3.1.1]hept-3-en-2-one",CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,4.492350578,3.644296646,280.2243958,3.015107393,0,0
methyl (E)-dec-2-enoate,CCCCCCC/C=C/C(=O)OC,4.935790062,3.869217873,270.6946106,3.389852524,0,0
methyl (Z)-dec-2-enoate,CCCCCCC/C=C\C(=O)OC,4.886590004,3.873057842,270.4649658,3.359890461,0,0
methyl 5-methylhexanoate,COC(=O)CCCC(C)C,4.035045147,3.755168438,261.3358765,3.051034451,0,0
methyl 5-methylhex-5-enoate,C=C(C)CCCC(=O)OC,4.026778221,3.699609041,263.6434937,3.017501593,0,0
"methyl 2,4-dimethylpentanoate",COC(=O)C(C)CC(C)C,3.876777649,3.814941406,256.6740112,3.002673626,0,0
5-methoxy-5-oxopentanoic acid,COC(=O)CCCC(=O)O,4.525519371,3.334844351,310.0910339,0,0.004068907,2681.898193
5-ethoxy-5-oxopentanoic acid,CCOC(=O)CCCC(=O)O,4.676985741,3.534132004,299.0960999,0,0.003720405,2778.187744
methyl 5-chloro-5-oxopentanoate,COC(=O)CCCC(=O)Cl,4.665206432,3.386011362,282.033783,3.171276569,0,0
ethyl 5-chloro-5-oxopentanoate,CCOC(=O)CCCC(=O)Cl,4.85054493,3.500434875,280.9067383,3.255212545,0,10.15291882
"pentane-2,3-diol",CCC(O)C(C)O,3.735907078,3.451980114,288.7827454,0,0.004336803,2502.980469
"methyl (Z,12R)-12-acetyloxyoctadec-9-enoate",CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OC)OC(C)=O,6.194262981,4.44600296,313.7614441,3.526198149,0,0
"methyl (E,12R)-12-hydroxyoctadec-9-enoate",CCCCCC[C@@H](O)C/C=C/CCCCCCCC(=O)OC,5.559431553,4.255793095,317.1489258,0,0.003739243,3191.17334
1-chloro-6-iodohexane,ClCCCCCCI,4.682351112,3.596719742,292.9625549,3.133837461,0,0
undec-10-enyl acetate,C=CCCCCCCCCCOC(C)=O,5.213577271,3.959557056,282.0520935,3.518909693,0,0
"1,11-dibromoundecane",BrCCCCCCCCCCCBr,5.589347839,3.993424892,303.6711426,2.645617247,0,0
4-methylpyrimidin-2-amine,Cc1cc[nH]c(=N)n1,4.369753838,3.198064566,322.3477478,0,0.003451967,2361.880859
4-(methoxymethyl)-2-methylpyrimidine,COCc1ccnc(C)n1,3.979815483,3.561642408,279.0510864,0,0,0
2-ethylhexyl octanoate,CCCCCCCC(=O)OCC(CC)CCCC,5.650446415,4.210747242,281.7897949,3.523836136,0,0
4-cyclohexylphenol,Oc1ccc(C2CCCCC2)cc1,4.680269241,3.856513023,305.7858887,0,0.003340936,2948.411865
methyl 3-methoxybutanoate,COC(=O)CC(C)OC,3.807647228,3.639165163,261.4572144,2.782360554,0,0
2-cyclohexylphenol,Oc1ccccc1C1CCCCC1,4.590847492,3.759268522,313.7131042,0,0.003403095,2758.01709
ethyl 2-[4-(4-chlorophenoxy)phenoxy]propanoate,CCOC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2)cc1,6.083037853,3.914567232,326.0806885,2.419425488,0,14.62348843
methyl pent-4-enoate,C=CCCC(=O)OC,3.497595549,3.557646275,258.302124,2.738320112,0,0
methyl 4-bromobutanoate,COC(=O)CCCBr,4.182887077,3.417806149,276.2675171,2.922657728,0,0
methyl 5-chloropentanoate,COC(=O)CCCCCl,4.208413124,3.467774868,276.1753235,2.975559235,0,0
methyl 5-bromopentanoate,COC(=O)CCCCBr,4.434993744,3.506548405,275.9486084,3.066840887,0,0
methyl 5-iodopentanoate,COC(=O)CCCCI,4.720956802,3.461970091,282.4790344,1.103343844,0,0
methyl (E)-4-oxo-4-phenylbut-2-enoate,COC(=O)/C=C/C(=O)c1ccccc1,5.342222691,3.56712389,303.1525269,3.527488708,0,15.95985317
7-methyloxepan-2-one,CC1CCCCC(=O)O1,4.576993942,3.521641493,285.4919434,3.413516283,0,0
7-bromoheptanoic acid,O=C(O)CCCCCCBr,4.595183372,3.475137949,305.7323608,0,0.00377444,3007.077881
methyl 12-hydroxyoctadecanoate,CCCCCCC(O)CCCCCCCCCCC(=O)OC,5.617165089,4.245936871,317.5978699,0,0.0037908,3345.775635
"methyl 2-(2,4-dichlorophenoxy)acetate",COC(=O)COc1ccc(Cl)cc1Cl,5.407539368,3.432843208,309.7341003,2.882912636,0,14.07400131
"propyl 2-(2,4,5-trichlorophenoxy)acetate",CCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,5.699904442,3.709264278,311.1930237,3.406609297,0,19.80507278
dec-9-enoic acid,C=CCCCCCCCC(=O)O,4.588112831,3.84976387,298.6522827,0,0.003622347,3093.569336
methyl undec-9-enoate,CC=CCCCCCCCC(=O)OC,5.073162079,3.972314596,276.4216614,3.50309515,0,0
1-(1-methylcyclohexyl)ethanone,CC(=O)C1(C)CCCCC1,4.075356483,3.69825983,275.6654358,3.219452858,0,0
2-cyclopropylbutan-2-ol,CCC(C)(O)C1CC1,3.29588747,3.78942132,271.4489441,0,0.00372713,2266.546387
2-bicyclo[2.2.1]heptanyl acetate,CC(=O)OC1CC2CCC1C2,4.156518936,3.825211048,279.9104614,3.211055517,0,0
2-[2-[2-(2-chloroethoxy)ethoxy]ethoxy]ethanol,OCCOCCOCCOCCCl,4.398804188,3.95146656,330.5223083,0,0.004053126,2462.099365
"2,5-dichloro-4-nitroaniline",Nc1cc(Cl)c([N+](=O)[O-])cc1Cl,5.161574364,3.148218393,351.2588501,0.101618595,0.003636483,2879.364014
1-methyltriazole,Cn1ccnn1,3.952247143,2.828739882,311.4136658,2.578891754,0,35.67557144
"1,4-dibromo-2-nitrobenzene",O=[N+]([O-])c1cc(Br)ccc1Br,5.13735199,3.446631908,312.3963928,3.419358492,0,45.45184708
"4,5-dichloro-2-nitroaniline",Nc1cc(Cl)c(Cl)cc1[N+](=O)[O-],5.130443573,3.168965578,347.3876343,0.131672472,0.003418691,2764.904053
2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.94107151,3.581218243,314.8769836,0,0.003692433,3142.271973
2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.94107151,3.581218243,314.8769836,0,0.003692433,3142.271973
"methyl 3,4-dimethoxybenzoate",COC(=O)c1ccc(OC)c(OC)c1,5.390021324,3.447762012,300.9535828,2.882476091,0,16.96749115
methyl 4-hydroxy-3-methoxybenzoate,COC(=O)c1ccc(O)c(OC)c1,5.118247032,3.290047646,310.7189026,0,0.003694736,2904.161621
"7,7-dimethyloctan-1-ol",CC(C)(C)CCCCCCO,3.889067173,4.198881149,281.2912598,0,0.003695237,2805.723633
2-hydroxy-3-methylbenzaldehyde,Cc1cccc(C=O)c1O,3.929641247,3.371491671,300.8222656,0.295949638,0.003218698,1794.593628
2-hydroxy-4-methylbenzaldehyde,Cc1ccc(C=O)c(O)c1,3.933915615,3.398640394,303.0907898,0.217296079,0.003318906,1886.379639
1-(2-methyl-5-phenylthiophen-3-yl)ethanone,CC(=O)c1cc(-c2ccccc2)sc1C,5.581141472,3.86379528,319.4484253,3.557909727,0,14.72936726
"1,2,3-triphenylbenzene",c1ccc(-c2cccc(-c3ccccc3)c2-c2ccccc2)cc1,6.102244854,3.94055891,346.6462402,0,0,0
6-methylhept-5-en-2-ol,CC(C)=CCCC(C)O,3.5997262,4.026494503,278.1791687,0,0.003597657,2499.62915
"1,10-dibromodecane",BrCCCCCCCCCCBr,5.411359787,3.897598982,303.3066711,2.493660688,0,10.81618118
1-chloro-3-phenoxypropan-2-ol,OC(CCl)COc1ccccc1,4.187280655,3.701869249,318.4040222,0,0.003729787,2591.945801
2-methyl-4-methylsulfanylphenol,CSc1ccc(O)c(C)c1,4.187577248,3.679969311,309.0778198,0,0.003414162,2662.178467
"azane;2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoic acid",N.O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.295321465,3.731306791,302.9738464,0,0.003382652,3231.594727
"(1S,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,4.17527771,3.707967281,283.5634766,2.8564291,0,0
thiophene-2-carbohydrazide,NNC(=O)c1cccs1,4.931807041,2.958834648,344.5085449,0,0.004332167,2879.270996
furan-2-carbohydrazide,NNC(=O)c1ccco1,4.63217926,2.90669179,326.6872253,0,0.004294277,2475.645996
dichloro(dimethoxy)silane,CO[Si](Cl)(Cl)OC,3.273919106,3.773276806,244.6105804,2.506577969,0,0
dichloro(diethoxy)silane,CCO[Si](Cl)(Cl)OCC,3.63307786,3.950186253,249.9419403,2.483028412,0,0
decanoyl chloride,CCCCCCCCCC(=O)Cl,4.867271423,3.869316578,275.8103027,3.338559389,0,0
"1,3-dioxolan-4-ylmethanol",OCC1COCO1,3.247376204,3.294449091,326.322876,0,0.005152554,1674.064209
1-tert-butyl-4-phenylbenzene,CC(C)(C)c1ccc(-c2ccccc2)cc1,5.383518219,3.76920104,301.8004456,0,0,0
1-tert-butyl-4-(4-tert-butylphenyl)benzene,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,5.899563789,3.808568716,319.3583374,0,0,0
1-fluoro-4-methoxybenzene,COc1ccc(F)cc1,3.573569298,3.518620014,272.1154175,2.667174101,0,0
N-(4-nitrophenyl)benzenesulfonamide,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1,5.846559525,3.251480579,369.9632874,0,0.004159213,3358.860107
"4-nitro-N-(1,3-thiazol-2-yl)benzenesulfonamide",O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nccs2)cc1,6.513878345,3.256271362,424.8930359,0.448703855,0.004724172,3391.402832
4-amino-N-(4-nitrophenyl)benzenesulfonamide,Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,6.11805439,2.936569452,412.359314,0.123449191,0.004915296,3532.564453
4-amino-N-(4-cyanophenyl)benzenesulfonamide,N#Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,6.216335773,3.226468563,409.5402832,0.531708777,0.004351224,3116.966797
3-(furan-3-yl)prop-2-enoic acid,O=C(O)C=Cc1ccoc1,4.59582901,3.21426034,334.239563,0,0.004372136,2923.438965
(E)-3-(furan-2-yl)prop-2-enal,O=C/C=C/c1ccco1,4.123650551,3.384876728,286.2178955,2.530962467,0,0
5-nitro-1H-indole,O=[N+]([O-])c1ccc2[nH]ccc2c1,5.445672035,3.066524267,351.5066528,0.714673519,0.003143255,2487.872559
"5-nitro-2,3-dihydro-1H-indole",O=[N+]([O-])c1ccc2c(c1)CCN2,4.975568771,3.108709335,344.855896,0,0.003955866,2936.051514
"3,3-dimethyl-2-oxobutanoic acid",CC(C)(C)C(=O)C(=O)O,3.993543863,3.430867672,282.3509521,0,0.00319152,2069.516602
4-ethyl-2-methoxyphenol,CCc1ccc(O)c(OC)c1,4.165263176,3.711075306,297.6411438,0,0.003079592,2354.238037
heptadecylcyclohexane,CCCCCCCCCCCCCCCCCC1CCCCC1,6.293480396,4.482156754,316.0017395,0,0,0
1-methyl-2-propylcyclohexane,CCCC1CCCCC1C,4.075039387,3.887257814,261.8552246,0,0,0
3-methylfuran,Cc1ccoc1,2.794342756,3.544837236,257.4309082,0,0,0
"4,5-dimethyl-1,3-dioxane",C[C@H]1COCO[C@@H]1C,3.655866623,3.574189663,269.0671082,2.712395191,0,0
"1,2,3,4,5,6-hexapropylbenzene",CCCc1c(CCC)c(CCC)c(CCC)c(CCC)c1CCC,5.99732399,4.385578632,295.8898926,0.130318016,0,0
"1,3-dichloropentane",CCC(Cl)CCCl,3.758970737,3.623874426,269.7868347,0.226019993,0,0
"2,2-dimethyl-1-nitropropane",CC(C)(C)C[N+](=O)[O-],3.765582323,3.571875095,265.8701782,2.945907116,0,0
"2,2-dimethyl-3-nitrobutane",CC([N+](=O)[O-])C(C)(C)C,3.919828892,3.633542538,265.3179016,2.968342781,0,0
"2,2-dimethylbutanenitrile",CCC(C)(C)C#N,3.454160452,3.599822521,256.4807434,2.958156586,0,0
"tris(1,3-dichloropropan-2-yl) phosphate",O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,6.060115814,4.0002985,323.3374634,3.71448946,0,0
1-chloro-3-ethoxypropan-2-ol,CCOCC(O)CCl,3.403301239,4.043335915,296.1444092,0,0.003525902,1968.725586
"1,4-dibutylbenzene",CCCCc1ccc(CCCC)cc1,5.05797863,3.977606297,278.872406,0,0,0
"1,4-di(butan-2-yl)benzene",CCC(C)c1ccc(C(C)CC)cc1,4.921242714,3.938088417,276.5606689,0,0,0
1-butan-2-yl-4-tert-butylbenzene,CCC(C)c1ccc(C(C)(C)C)cc1,4.826861858,3.902761698,276.7911682,0,0,0
"1,4-bis(2-methylpropyl)benzene",CC(C)Cc1ccc(CC(C)C)cc1,4.838498116,3.95072484,278.3898926,0,0,0
1-(4-butylphenyl)butan-1-one,CCCCc1ccc(C(=O)CCC)cc1,5.25418663,3.760634661,298.4547729,3.509255886,0,0
1-methoxybutan-2-one,CCC(=O)COC,3.476342201,3.532553911,257.3783264,2.721054792,0,0
1-cyclohexylpropan-1-one,CCC(=O)C1CCCCC1,4.10129261,3.700089216,277.545166,3.203897238,0,0
dichloro(methoxy)phosphane,COP(Cl)Cl,3.191707373,3.517676592,255.0897217,2.297331572,0,14.85968781
"dimethyl 1,3-oxazole-4,5-dicarboxylate",COC(=O)c1ncoc1C(=O)OC,5.27503252,3.317293644,301.0759277,2.186482906,0,0
"1,1,1-trichloropropane",CCC(Cl)(Cl)Cl,3.249797821,3.595232487,255.3824768,2.424708366,0,0
"1,1,1,2,3-pentachloropropane",ClCC(Cl)C(Cl)(Cl)Cl,3.885596275,3.67544055,283.6974487,2.799924135,0,0
"1,1,1,2,2-pentachloropropane",CC(Cl)(Cl)C(Cl)(Cl)Cl,3.947568893,3.638095856,270.3183289,2.341011524,0,0
"1,1,2,3,3-pentachloropropane",ClC(Cl)C(Cl)C(Cl)Cl,3.932137489,3.764341831,293.3411865,2.900948524,0,15.92823601
"1,1,1,2,3,3-hexachloropropane",ClC(Cl)C(Cl)C(Cl)(Cl)Cl,4.269769669,3.730742693,287.0016479,2.905595541,0,18.54316711
"1,1,1,2,2,3,3-heptachloropropane",ClC(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,4.690289497,3.671073437,291.6199341,1.395489335,0,13.64760494
"1,1,1,2-tetrachloropropane",CC(Cl)C(Cl)(Cl)Cl,3.510816097,3.626166344,271.6932678,2.563813686,0,0
"(Z)-1,2,3,3-tetrachloroprop-1-ene",Cl/C=C(\Cl)C(Cl)Cl,3.808554173,3.507813215,275.4273682,1.264423609,0,0
"(E)-1,2,3,3-tetrachloroprop-1-ene",Cl/C=C(/Cl)C(Cl)Cl,3.822293282,3.502401829,274.7792969,1.098660231,0,0
2-methylpentanenitrile,CCCC(C)C#N,3.685447216,3.559756756,264.3497314,3.02921319,0,0
2-methylhexanenitrile,CCCCC(C)C#N,3.89979744,3.66100502,267.900116,3.161079168,0,0
2-methylheptanenitrile,CCCCCC(C)C#N,4.175810337,3.63700676,269.6940918,3.159889698,0,0
2-methyloctanenitrile,CCCCCCC(C)C#N,4.437952042,3.748997211,272.8286438,3.28478694,0,0
2-methylnonanenitrile,CCCCCCCC(C)C#N,4.706160069,3.767890453,277.7533875,3.324938536,0,13.427845
2-methyldecanenitrile,CCCCCCCCC(C)C#N,4.945106506,3.849119186,281.7731628,3.436307669,0,12.12244987
2-methylundecanenitrile,CCCCCCCCCC(C)C#N,5.113631725,3.903280735,284.6999207,3.4980793,0,16.19410515
2-methyldodecanenitrile,CCCCCCCCCCC(C)C#N,5.353996277,3.963950872,288.4681396,3.5599823,0,0
tris(2-chloroethoxy)silane,ClCCO[SiH](OCCCl)OCCCl,5.007349014,3.687198162,304.70578,3.351534128,0,13.83176804
tris(2-chloroethoxy)-methylsilane,C[Si](OCCCl)(OCCCl)OCCCl,5.162804604,3.802963495,296.6059875,3.408738852,0,0
bis(2-chloroethoxy)-methylsilane,C[SiH](OCCCl)OCCCl,4.189465523,3.696227551,281.0473633,2.992619276,0,0
bis(2-chloroethoxy)-dimethylsilane,C[Si](C)(OCCCl)OCCCl,4.471907139,3.836572647,275.6533508,3.043841124,0,0
chloromethyl(trimethyl)silane,C[Si](C)(C)CCl,3.281673908,3.815813065,252.4698181,1.603486657,0,0
trimethyl-(3-trimethylsilyloxyphenoxy)silane,C[Si](C)(C)Oc1cccc(O[Si](C)(C)C)c1,4.875512123,3.936540842,268.6428833,0,0,0
butylsulfanyl(trimethyl)silane,CCCCS[Si](C)(C)C,3.800215244,4.075076103,256.6152649,2.626874685,0,0
pentyl carbonochloridate,CCCCCOC(=O)Cl,4.030108452,3.603531122,262.0614929,2.809642076,0,0
"N,1,1,1-tetrafluoro-N-(trifluoromethyl)methanamine",FN(C(F)(F)F)C(F)(F)F,2.757839441,3.531369925,167.7159119,0,0,0
N-ethylnaphthalen-1-amine,CCNc1cccc2ccccc12,4.576179504,3.808672428,318.494873,0.680707514,0.002559431,1788.443848
"3,4-difluorophenol",Oc1ccc(F)c(F)c1,3.724943161,3.441818953,279.9317627,0,0.003186698,2320.395996
"2,2,4-trimethylpentan-3-ol",CC(C)C(O)C(C)(C)C,3.217852116,4.194181442,272.7550659,0,0.00342135,2195.733887
2-methyl-1-phenylpropan-1-ol,CC(C)C(O)c1ccccc1,3.846223354,3.819634438,297.6084595,0,0.003591195,2424.713623
"2,2-dimethyl-1-phenylpropan-1-ol",CC(C)(C)C(O)c1ccccc1,3.824295998,3.882459402,298.1314697,0,0.003455588,2310.692383
cyclohexyl(phenyl)methanol,OC(c1ccccc1)C1CCCCC1,4.511185646,3.803595066,308.0375671,0,0.003599802,2767.599121
2-phenylbutan-2-ol,CCC(C)(O)c1ccccc1,3.781766891,3.856692314,298.5547485,0,0.003503068,2301.235107
3-methylhexan-2-ol,CCCC(C)C(C)O,3.336193562,3.954028606,265.411438,0,0.003816447,2490.40332
1-methyl-2-prop-1-en-2-ylbenzene,C=C(C)c1ccccc1C,3.996960163,3.769123793,279.6225586,0,0,0
"2,6-dimethylhept-2-ene",CC(C)=CCCC(C)C,3.919556618,3.915376663,247.4229431,0,0,0
"propane-1,2-dithiol",CC(S)CS,3.047119141,3.77476573,295.9371643,0,0.003250886,1475.25354
tricosan-1-ol,CCCCCCCCCCCCCCCCCCCCCCCO,5.841408253,4.239704132,326.3482361,0,0.004105037,3626.209961
methyl (2R)-2-hydroxypropanoate,COC(=O)[C@@H](C)O,3.331116676,3.330224752,284.7825012,0,0.003600243,1812.737671
,C[C](C)C.[CH3].[CH3].[Sb],3.648218155,3.623849869,256.6568298,2.402544498,0,43.81487274
"1-(2,5-dichlorophenyl)ethanone",CC(=O)c1cc(Cl)ccc1Cl,4.884403229,3.521894932,304.0806885,3.33121562,0,0
"1-(2,4-dichlorophenyl)ethanol",CC(O)c1ccc(Cl)cc1Cl,4.41319418,3.661487103,305.3297729,0,0.003489324,2737.19873
"1-(3,4-dichlorophenyl)ethanone",CC(=O)c1ccc(Cl)c(Cl)c1,4.905893326,3.494135141,307.5337219,3.282080889,0,0
1-chloro-2-iodoethane,ClCCI,3.439433575,3.303738832,281.9509277,2.187764168,0,0
2-amino-3-methoxybenzoic acid,COc1cccc(C(=O)O)c1N,5.143746376,3.419117451,331.839325,0,0.004112624,3228.292236
2-amino-5-methoxybenzoic acid,COc1ccc(N)c(C(=O)O)c1,5.245799065,3.349063873,333.0417786,0,0.004146889,3298.927734
3-amino-4-methoxybenzoic acid,COc1ccc(C(=O)O)cc1N,5.551031113,3.236403465,346.6054688,0,0.004410984,3435.091553
3-amino-5-methoxybenzoic acid,COc1cc(N)cc(C(=O)O)c1,5.576738358,3.126236916,346.1491699,0,0.004442967,3533.093506
